step,loss,smooth_loss,lr,tokens_seen,tokens_per_sec,grad_norm,elapsed_sec,vram_used_gb,vram_peak_gb,timestamp
4860,2.702926,2.635652,1.7970500767010977e-05,99532800,1686.0,2.254,6069.5,2.6,12.19,2026-04-19T05:28:50.876216
4870,2.681447,2.635089,1.7962126099904273e-05,99737600,1685.9,2.0385,6081.7,2.6,12.19,2026-04-19T05:29:03.024368
4880,2.590649,2.635219,1.7953736394846383e-05,99942400,1685.1,1.9605,6093.8,2.6,12.19,2026-04-19T05:29:15.177728
4890,2.466132,2.637597,1.7945331669958782e-05,100147200,1691.5,2.828,6105.9,2.6,12.19,2026-04-19T05:29:27.285149
4900,2.569447,2.633508,1.7936911943395384e-05,100352000,1685.8,1.9642,6118.1,2.6,12.19,2026-04-19T05:29:39.433520
4910,2.545503,2.630683,1.7928477233342503e-05,100556800,1690.6,2.0229,6130.2,2.6,12.19,2026-04-19T05:29:51.547363
4920,2.580962,2.630355,1.7920027558018826e-05,100761600,1689.4,2.3287,6142.3,2.6,12.19,2026-04-19T05:30:03.669955
4930,2.543489,2.630102,1.791156293567536e-05,100966400,1688.3,1.929,6154.5,2.6,12.19,2026-04-19T05:30:15.800317
4940,2.472259,2.626882,1.790308338459539e-05,101171200,1689.3,2.1632,6166.6,2.6,12.19,2026-04-19T05:30:27.923916
4950,2.522056,2.622898,1.7894588923094453e-05,101376000,1692.3,2.4314,6178.7,2.6,12.19,2026-04-19T05:30:40.026434
4960,2.62681,2.621872,1.7886079569520296e-05,101580800,1688.6,2.0435,6190.8,2.6,12.19,2026-04-19T05:30:52.155075
4970,2.564817,2.620222,1.7877555342252824e-05,101785600,1685.4,2.0683,6203.0,2.6,12.19,2026-04-19T05:31:04.305740
4980,2.159653,2.615305,1.7869016259704074e-05,101990400,1687.5,2.3361,6215.1,2.6,12.19,2026-04-19T05:31:16.442086
4990,2.268513,2.613347,1.7860462340318172e-05,102195200,1688.3,2.6,6227.2,2.6,12.19,2026-04-19T05:31:28.572949
5000,2.573144,2.612687,1.7851893602571282e-05,102400000,1686.5,2.0261,6239.4,2.6,12.19,2026-04-19T05:31:40.716590
5010,2.46632,2.611567,1.784331006497158e-05,102604800,767.1,2.1886,6266.1,2.6,12.19,2026-04-19T05:32:07.414768
5020,2.790736,2.612846,1.7834711746059217e-05,102809600,1690.1,2.5019,6278.2,2.6,12.19,2026-04-19T05:32:19.531948
5030,2.581113,2.612996,1.782609866440626e-05,103014400,1690.5,2.2955,6290.3,2.6,12.19,2026-04-19T05:32:31.646806
5040,2.598474,2.611341,1.7817470838616663e-05,103219200,1689.9,2.3824,6302.4,2.6,12.19,2026-04-19T05:32:43.766271
5050,2.463312,2.611689,1.780882828732624e-05,103424000,1687.0,2.1289,6314.6,2.6,12.19,2026-04-19T05:32:55.905573
5060,2.502672,2.610699,1.7800171029202593e-05,103628800,1692.4,1.8769,6326.7,2.6,12.19,2026-04-19T05:33:08.006599
5070,2.745536,2.614176,1.7791499082945106e-05,103833600,1686.8,2.8709,6338.8,2.6,12.19,2026-04-19T05:33:20.148041
5080,3.086207,2.616454,1.7782812467284876e-05,104038400,1691.1,2.9256,6350.9,2.6,12.19,2026-04-19T05:33:32.258738
5090,2.51779,2.615615,1.77741112009847e-05,104243200,1693.2,2.6656,6363.0,2.6,12.19,2026-04-19T05:33:44.353972
5100,2.983313,2.618577,1.7765395302839006e-05,104448000,1691.7,3.0148,6375.1,2.6,12.19,2026-04-19T05:33:56.460393
5110,2.420449,2.614141,1.7756664791673836e-05,104652800,1692.2,1.9413,6387.2,2.6,12.19,2026-04-19T05:34:08.562817
5120,2.885762,2.616979,1.7747919686346788e-05,104857600,1690.3,2.2934,6399.3,2.6,12.19,2026-04-19T05:34:20.679104
5130,2.913895,2.62043,1.7739160005746985e-05,105062400,1689.9,2.9902,6411.5,2.6,12.19,2026-04-19T05:34:32.798470
5140,2.729143,2.621397,1.773038576879504e-05,105267200,1689.7,2.1867,6423.6,2.6,12.19,2026-04-19T05:34:44.918569
5150,2.565612,2.618136,1.7721596994442995e-05,105472000,1689.3,2.3742,6435.7,2.6,12.19,2026-04-19T05:34:57.042059
5160,2.864339,2.61911,1.7712793701674306e-05,105676800,1689.5,2.2387,6447.8,2.6,12.19,2026-04-19T05:35:09.163971
5170,2.468206,2.615584,1.770397590950377e-05,105881600,1688.0,2.4059,6460.0,2.6,12.19,2026-04-19T05:35:21.296569
5180,2.375796,2.612197,1.769514363697752e-05,106086400,1689.1,2.8544,6472.1,2.6,12.19,2026-04-19T05:35:33.421040
5190,2.685065,2.612608,1.7686296903172952e-05,106291200,1693.9,2.3841,6484.2,2.6,12.19,2026-04-19T05:35:45.512355
5200,2.612369,2.609799,1.7677435727198714e-05,106496000,1690.8,2.0886,6496.3,2.6,12.19,2026-04-19T05:35:57.624154
5210,2.699985,2.611527,1.7668560128194635e-05,106700800,1691.8,2.2351,6508.4,2.6,12.19,2026-04-19T05:36:09.729659
5220,2.397277,2.611811,1.7659670125331695e-05,106905600,1691.8,2.3977,6520.5,2.6,12.19,2026-04-19T05:36:21.835091
5230,2.663148,2.608205,1.7650765737812e-05,107110400,1686.9,1.7929,6532.6,2.6,12.19,2026-04-19T05:36:33.975963
5240,2.57833,2.606174,1.7641846984868715e-05,107315200,1687.9,2.15,6544.8,2.6,12.19,2026-04-19T05:36:46.109153
5250,2.676523,2.608437,1.7632913885766044e-05,107520000,1690.5,2.4005,6556.9,2.6,12.19,2026-04-19T05:36:58.223483
5260,2.677847,2.606697,1.762396645979916e-05,107724800,1693.3,2.3011,6569.0,2.6,12.19,2026-04-19T05:37:10.317909
5270,2.410123,2.606128,1.7615004726294202e-05,107929600,1691.2,2.0641,6581.1,2.6,12.19,2026-04-19T05:37:22.427714
5280,2.368851,2.605876,1.76060287046082e-05,108134400,1691.7,1.8867,6593.2,2.6,12.19,2026-04-19T05:37:34.533911
5290,2.655666,2.606189,1.759703841412905e-05,108339200,1690.6,2.43,6605.3,2.6,12.19,2026-04-19T05:37:46.647974
5300,2.782578,2.60692,1.758803387427547e-05,108544000,1690.2,2.2522,6617.4,2.6,12.19,2026-04-19T05:37:58.764674
5310,2.595984,2.60442,1.7579015104496954e-05,108748800,1687.2,2.0583,6629.6,2.6,12.19,2026-04-19T05:38:10.903342
5320,2.902798,2.607892,1.756998212427373e-05,108953600,1689.1,2.259,6641.7,2.6,12.19,2026-04-19T05:38:23.028368
5330,2.689888,2.609892,1.7560934953116722e-05,109158400,1691.6,1.9177,6653.8,2.6,12.19,2026-04-19T05:38:35.135686
5340,2.744835,2.61088,1.755187361056751e-05,109363200,1693.0,2.2145,6665.9,2.6,12.19,2026-04-19T05:38:47.232464
5350,2.603624,2.610307,1.754279811619828e-05,109568000,1691.2,2.2543,6678.0,2.6,12.19,2026-04-19T05:38:59.342028
5360,2.410252,2.608468,1.7533708489611782e-05,109772800,1693.1,2.1414,6690.1,2.6,12.19,2026-04-19T05:39:11.438429
5370,2.969514,2.612029,1.7524604750441297e-05,109977600,1691.4,2.1421,6702.2,2.6,12.19,2026-04-19T05:39:23.546526
5380,2.508672,2.609509,1.7515486918350584e-05,110182400,1693.1,2.3249,6714.3,2.6,12.19,2026-04-19T05:39:35.644039
5390,2.80283,2.612518,1.7506355013033844e-05,110387200,1691.2,2.3886,6726.4,2.6,12.19,2026-04-19T05:39:47.752263
5400,2.469255,2.611645,1.7497209054215683e-05,110592000,1690.2,2.0339,6738.5,2.6,12.19,2026-04-19T05:39:59.869168
5410,2.64753,2.614499,1.7488049061651042e-05,110796800,1692.8,2.3124,6750.6,2.6,12.19,2026-04-19T05:40:11.967456
5420,2.768632,2.613374,1.74788750551252e-05,111001600,1691.1,2.1567,6762.7,2.6,12.19,2026-04-19T05:40:24.077978
5430,2.912974,2.616395,1.746968705445369e-05,111206400,1692.2,2.6194,6774.8,2.6,12.19,2026-04-19T05:40:36.180412
5440,2.683771,2.616119,1.746048507948227e-05,111411200,1692.6,2.0568,6786.9,2.6,12.19,2026-04-19T05:40:48.279971
5450,2.54237,2.611955,1.7451269150086895e-05,111616000,1692.0,2.0848,6799.0,2.6,12.19,2026-04-19T05:41:00.384166
5460,2.662347,2.613953,1.744203928617365e-05,111820800,1696.1,2.4394,6811.1,2.6,12.19,2026-04-19T05:41:12.458904
5470,2.362471,2.609441,1.7432795507678717e-05,112025600,1693.0,2.4484,6823.2,2.6,12.19,2026-04-19T05:41:24.555963
5480,2.658855,2.608921,1.7423537834568344e-05,112230400,1687.8,3.2773,6835.3,2.6,12.19,2026-04-19T05:41:36.691001
5490,2.534038,2.608129,1.741426628683878e-05,112435200,1693.5,2.4039,6847.4,2.6,12.19,2026-04-19T05:41:48.783839
5500,2.689348,2.609006,1.7404980884516248e-05,112640000,1695.5,2.4609,6859.5,2.6,12.19,2026-04-19T05:42:00.862919
5510,2.671129,2.6092,1.7395681647656897e-05,112844800,793.1,2.0235,6885.3,2.6,12.19,2026-04-19T05:42:26.687234
5520,2.71139,2.612074,1.7386368596346753e-05,113049600,1690.7,2.096,6897.5,2.6,12.19,2026-04-19T05:42:38.800237
5530,2.646569,2.613061,1.7377041750701684e-05,113254400,1691.4,2.3806,6909.6,2.6,12.19,2026-04-19T05:42:50.908711
5540,2.675888,2.61471,1.736770113086736e-05,113459200,1693.6,2.08,6921.7,2.6,12.19,2026-04-19T05:43:03.001601
5550,2.471864,2.616691,1.7358346757019188e-05,113664000,1692.4,2.5334,6933.8,2.6,12.19,2026-04-19T05:43:15.102863
5560,2.722863,2.618273,1.7348978649362297e-05,113868800,1692.5,1.9446,6945.9,2.6,12.19,2026-04-19T05:43:27.202917
5570,2.661955,2.616264,1.7339596828131473e-05,114073600,1694.5,2.6074,6957.9,2.6,12.19,2026-04-19T05:43:39.288985
5580,2.891474,2.617972,1.7330201313591124e-05,114278400,1691.3,2.1042,6970.1,2.6,12.19,2026-04-19T05:43:51.397775
5590,2.829748,2.625255,1.732079212603524e-05,114483200,1694.1,2.1435,6982.1,2.6,12.19,2026-04-19T05:44:03.487046
5600,2.70901,2.624793,1.7311369285787334e-05,114688000,1690.4,2.0871,6994.3,2.6,12.19,2026-04-19T05:44:15.602713
5610,2.633503,2.627945,1.730193281320042e-05,114892800,1690.9,1.9691,7006.4,2.6,12.19,2026-04-19T05:44:27.714522
5620,2.363511,2.627379,1.7292482728656947e-05,115097600,1691.4,2.0985,7018.5,2.6,12.19,2026-04-19T05:44:39.822891
5630,2.527938,2.62363,1.7283019052568775e-05,115302400,1693.1,1.8974,7030.6,2.6,12.19,2026-04-19T05:44:51.918912
5640,2.526507,2.622747,1.7273541805377112e-05,115507200,1690.0,1.8245,7042.7,2.6,12.19,2026-04-19T05:45:04.037250
5650,2.649006,2.624714,1.726405100755249e-05,115712000,1693.9,2.1699,7054.8,2.6,12.19,2026-04-19T05:45:16.127787
5660,2.410278,2.621597,1.7254546679594698e-05,115916800,1693.9,1.6853,7066.9,2.6,12.19,2026-04-19T05:45:28.218335
5670,2.494392,2.622658,1.7245028842032754e-05,116121600,1690.9,1.8148,7079.0,2.6,12.19,2026-04-19T05:45:40.329945
5680,2.573907,2.621099,1.723549751542486e-05,116326400,1693.1,2.0939,7091.1,2.6,12.19,2026-04-19T05:45:52.426239
5690,2.215682,2.615095,1.7225952720358353e-05,116531200,1691.0,2.2658,7103.2,2.6,12.19,2026-04-19T05:46:04.537360
5700,2.653599,2.6127,1.7216394477449657e-05,116736000,1686.8,2.0753,7115.3,2.6,12.19,2026-04-19T05:46:16.678678
5710,2.667959,2.613672,1.720682280734425e-05,116940800,1687.8,2.4031,7127.5,2.6,12.19,2026-04-19T05:46:28.812545
5720,2.341625,2.611262,1.7197237730716597e-05,117145600,1691.4,2.0543,7139.6,2.6,12.19,2026-04-19T05:46:40.921184
5730,2.640965,2.61297,1.7187639268270145e-05,117350400,1686.3,2.5182,7151.7,2.6,12.19,2026-04-19T05:46:53.066462
5740,2.769496,2.613671,1.717802744073723e-05,117555200,1691.1,2.2183,7163.8,2.6,12.19,2026-04-19T05:47:05.176634
5750,2.697369,2.615075,1.716840226887907e-05,117760000,1691.4,1.9423,7175.9,2.6,12.19,2026-04-19T05:47:17.285143
5760,2.419144,2.611923,1.7158763773485708e-05,117964800,1686.6,2.0171,7188.1,2.6,12.19,2026-04-19T05:47:29.427748
5770,2.48589,2.60929,1.7149111975375954e-05,118169600,1688.9,2.2037,7200.2,2.6,12.19,2026-04-19T05:47:41.555284
5780,2.621128,2.611364,1.713944689539736e-05,118374400,1687.4,2.23,7212.4,2.6,12.19,2026-04-19T05:47:53.692022
5790,2.682906,2.612577,1.7129768554426157e-05,118579200,1689.3,2.5892,7224.5,2.6,12.19,2026-04-19T05:48:05.815795
5800,3.02848,2.618349,1.7120076973367237e-05,118784000,1684.4,2.0591,7236.6,2.6,12.19,2026-04-19T05:48:17.974502
5810,2.65032,2.619479,1.7110372173154075e-05,118988800,1690.3,2.1585,7248.7,2.6,12.19,2026-04-19T05:48:30.090716
5820,2.664342,2.619159,1.7100654174748702e-05,119193600,1686.8,2.6143,7260.9,2.6,12.19,2026-04-19T05:48:42.231748
5830,2.635294,2.618704,1.7090922999141656e-05,119398400,1690.3,2.0437,7273.0,2.6,12.19,2026-04-19T05:48:54.347859
5840,2.5134,2.617932,1.7081178667351945e-05,119603200,1685.9,1.9377,7285.2,2.6,12.19,2026-04-19T05:49:06.495890
5850,2.522854,2.615756,1.707142120042698e-05,119808000,1687.9,2.0858,7297.3,2.6,12.19,2026-04-19T05:49:18.629568
5860,2.46078,2.613335,1.7061650619442563e-05,120012800,1688.2,2.194,7309.4,2.6,12.19,2026-04-19T05:49:30.760658
5870,2.771558,2.614236,1.70518669455028e-05,120217600,1688.3,2.4684,7321.5,2.6,12.19,2026-04-19T05:49:42.890994
5880,2.484613,2.613175,1.7042070199740095e-05,120422400,1685.2,2.1455,7333.7,2.6,12.19,2026-04-19T05:49:55.044083
5890,2.605565,2.61457,1.7032260403315073e-05,120627200,1689.4,2.1063,7345.8,2.6,12.19,2026-04-19T05:50:07.166833
5900,2.685841,2.615734,1.7022437577416556e-05,120832000,1686.6,1.9015,7358.0,2.6,12.19,2026-04-19T05:50:19.309949
5910,2.721386,2.617493,1.7012601743261514e-05,121036800,1690.0,2.2938,7370.1,2.6,12.19,2026-04-19T05:50:31.428138
5920,2.611826,2.617801,1.7002752922095e-05,121241600,1684.6,2.8382,7382.2,2.6,12.19,2026-04-19T05:50:43.585606
5930,2.559595,2.617962,1.699289113519013e-05,121446400,1690.7,2.3485,7394.4,2.6,12.19,2026-04-19T05:50:55.698876
5940,2.63674,2.619607,1.698301640384802e-05,121651200,1686.9,2.2025,7406.5,2.6,12.19,2026-04-19T05:51:07.839164
5950,2.755726,2.621944,1.6973128749397755e-05,121856000,1684.5,2.0342,7418.7,2.6,12.19,2026-04-19T05:51:19.996848
5960,2.599116,2.621667,1.6963228193196317e-05,122060800,1688.9,2.1978,7430.8,2.6,12.19,2026-04-19T05:51:32.123255
5970,2.738929,2.623408,1.6953314756628566e-05,122265600,1692.7,1.9873,7442.9,2.6,12.19,2026-04-19T05:51:44.221902
5980,3.02698,2.632081,1.6943388461107184e-05,122470400,1683.0,2.2096,7455.0,2.6,12.19,2026-04-19T05:51:56.390648
5990,2.432975,2.633726,1.693344932807263e-05,122675200,1690.4,2.0212,7467.2,2.6,12.19,2026-04-19T05:52:08.505895
6000,2.810946,2.636104,1.6923497378993074e-05,122880000,1688.9,2.1882,7479.3,2.6,12.19,2026-04-19T05:52:20.632011
6010,2.630518,2.637746,1.6913532635364395e-05,123084800,755.6,2.2316,7506.4,2.6,12.19,2026-04-19T05:52:47.735364
6020,2.493913,2.634778,1.6903555118710087e-05,123289600,1687.6,2.2636,7518.5,2.6,12.19,2026-04-19T05:52:59.870563
6030,2.651274,2.635479,1.6893564850581238e-05,123494400,1686.9,2.6307,7530.7,2.6,12.19,2026-04-19T05:53:12.010857
6040,2.764343,2.637138,1.688356185255649e-05,123699200,1682.1,2.4132,7542.8,2.6,12.19,2026-04-19T05:53:24.185914
6050,2.802887,2.640534,1.6873546146241962e-05,123904000,1687.1,2.7897,7555.0,2.6,12.19,2026-04-19T05:53:36.324829
6060,2.399275,2.6395,1.686351775327124e-05,124108800,1685.4,1.9672,7567.1,2.6,12.19,2026-04-19T05:53:48.476012
6070,2.361111,2.635655,1.6853476695305302e-05,124313600,1686.4,2.2921,7579.3,2.6,12.19,2026-04-19T05:54:00.620671
6080,2.630672,2.6311,1.6843422994032485e-05,124518400,1690.2,2.442,7591.4,2.6,12.19,2026-04-19T05:54:12.737807
6090,2.70092,2.632931,1.683335667116844e-05,124723200,1689.1,1.9685,7603.5,2.6,12.19,2026-04-19T05:54:24.862271
6100,2.597921,2.629077,1.682327774845607e-05,124928000,1686.5,2.3071,7615.7,2.6,12.19,2026-04-19T05:54:37.006011
6110,2.763828,2.632511,1.6813186247665504e-05,125132800,1692.4,2.212,7627.8,2.6,12.19,2026-04-19T05:54:49.106987
6120,2.278041,2.626434,1.6803082190594027e-05,125337600,1685.4,1.9121,7639.9,2.6,12.19,2026-04-19T05:55:01.258529
6130,2.765015,2.624945,1.679296559906606e-05,125542400,1690.1,2.2972,7652.0,2.6,12.19,2026-04-19T05:55:13.376364
6140,2.708734,2.624741,1.6782836494933084e-05,125747200,1688.4,2.2495,7664.2,2.6,12.19,2026-04-19T05:55:25.506592
6150,2.721103,2.626296,1.6772694900073615e-05,125952000,1682.4,2.2642,7676.3,2.6,12.19,2026-04-19T05:55:37.679486
6160,2.680658,2.624459,1.676254083639315e-05,126156800,1691.0,2.2218,7688.4,2.6,12.19,2026-04-19T05:55:49.790930
6170,2.335421,2.623131,1.675237432582411e-05,126361600,1688.5,2.3236,7700.6,2.6,12.19,2026-04-19T05:56:01.920047
6180,2.853487,2.627908,1.674219539032581e-05,126566400,1687.0,2.2794,7712.7,2.6,12.19,2026-04-19T05:56:14.060228
6190,2.796276,2.62902,1.6732004051884393e-05,126771200,1681.1,3.2644,7724.9,2.6,12.19,2026-04-19T05:56:26.243075
6200,2.527528,2.628172,1.6721800332512802e-05,126976000,1685.5,2.32,7737.1,2.6,12.19,2026-04-19T05:56:38.393241
6210,2.672365,2.627896,1.6711584254250716e-05,127180800,1687.6,1.954,7749.2,2.6,12.19,2026-04-19T05:56:50.528774
6220,2.579704,2.62972,1.670135583916451e-05,127385600,1687.4,1.9549,7761.3,2.6,12.19,2026-04-19T05:57:02.665901
6230,2.583387,2.628922,1.66911151093472e-05,127590400,1683.4,2.0188,7773.5,2.6,12.19,2026-04-19T05:57:14.831490
6240,2.854265,2.631682,1.6680862086918416e-05,127795200,1686.4,1.9894,7785.6,2.6,12.19,2026-04-19T05:57:26.975857
6250,2.418398,2.629101,1.667059679402433e-05,128000000,1684.5,2.1589,7797.8,2.6,12.19,2026-04-19T05:57:39.134015
6260,2.905029,2.631372,1.6660319252837616e-05,128204800,1687.0,2.4379,7809.9,2.6,12.19,2026-04-19T05:57:51.273566
6270,2.450945,2.631781,1.665002948555741e-05,128409600,1686.0,2.533,7822.1,2.6,12.19,2026-04-19T05:58:03.420563
6280,2.426235,2.632354,1.6639727514409245e-05,128614400,1685.5,2.249,7834.2,2.6,12.19,2026-04-19T05:58:15.571476
6290,2.675593,2.632554,1.6629413361645033e-05,128819200,1688.4,2.4658,7846.4,2.6,12.19,2026-04-19T05:58:27.701731
6300,2.641213,2.63114,1.661908704954298e-05,129024000,1687.7,2.2699,7858.5,2.6,12.19,2026-04-19T05:58:39.836656
6310,3.072585,2.635906,1.6608748600407565e-05,129228800,1689.6,2.6872,7870.6,2.6,12.19,2026-04-19T05:58:51.957545
6320,2.873298,2.635611,1.659839803656948e-05,129433600,1685.3,2.2656,7882.8,2.6,12.19,2026-04-19T05:59:04.109843
6330,2.229906,2.631011,1.6588035380385583e-05,129638400,1688.2,2.0203,7894.9,2.6,12.19,2026-04-19T05:59:16.241063
6340,2.438128,2.627944,1.657766065423885e-05,129843200,1685.3,2.2555,7907.1,2.6,12.19,2026-04-19T05:59:28.392963
6350,2.615717,2.628065,1.6567273880538334e-05,130048000,1688.2,1.9541,7919.2,2.6,12.19,2026-04-19T05:59:40.524527
6360,2.33961,2.627359,1.6556875081719105e-05,130252800,1691.0,2.4041,7931.3,2.6,12.19,2026-04-19T05:59:52.636032
6370,2.451622,2.62218,1.654646428024221e-05,130457600,1684.0,2.007,7943.5,2.6,12.19,2026-04-19T06:00:04.797498
6380,2.52452,2.622338,1.6536041498594612e-05,130662400,1688.0,1.8822,7955.6,2.6,12.19,2026-04-19T06:00:16.929907
6390,2.423574,2.618546,1.652560675928917e-05,130867200,1689.2,2.199,7967.7,2.6,12.19,2026-04-19T06:00:29.053931
6400,2.463649,2.61849,1.651516008486455e-05,131072000,1684.2,2.2768,7979.9,2.6,12.19,2026-04-19T06:00:41.214052
6410,2.56526,2.617667,1.6504701497885215e-05,131276800,1685.7,2.1857,7992.0,2.6,12.19,2026-04-19T06:00:53.363467
6420,2.436546,2.614346,1.649423102094134e-05,131481600,1687.4,1.9925,8004.2,2.6,12.19,2026-04-19T06:01:05.500399
6430,2.612926,2.611346,1.6483748676648805e-05,131686400,1686.7,2.3146,8016.3,2.6,12.19,2026-04-19T06:01:17.642794
6440,3.10985,2.615606,1.6473254487649097e-05,131891200,1682.3,2.3229,8028.5,2.6,12.19,2026-04-19T06:01:29.816730
6450,2.875735,2.61894,1.6462748476609314e-05,132096000,1682.5,2.3637,8040.6,2.6,12.19,2026-04-19T06:01:41.989070
6460,2.435431,2.616671,1.6452230666222066e-05,132300800,1681.3,1.789,8052.8,2.6,12.19,2026-04-19T06:01:54.169736
6470,2.389603,2.616942,1.6441701079205463e-05,132505600,1688.2,2.1385,8065.0,2.6,12.19,2026-04-19T06:02:06.300769
6480,2.495064,2.615304,1.6431159738303045e-05,132710400,1688.4,2.3241,8077.1,2.6,12.19,2026-04-19T06:02:18.431566
6490,2.964125,2.619605,1.642060666628375e-05,132915200,1682.8,2.2848,8089.3,2.6,12.19,2026-04-19T06:02:30.601210
6500,2.514663,2.617858,1.641004188594184e-05,133120000,1686.2,2.2261,8101.4,2.6,12.19,2026-04-19T06:02:42.747041
6510,2.555438,2.616701,1.639946542009688e-05,133324800,801.1,2.1218,8127.0,2.6,12.19,2026-04-19T06:03:08.312645
6520,2.561805,2.615206,1.6388877291593666e-05,133529600,1683.1,1.741,8139.1,2.6,12.19,2026-04-19T06:03:20.480747
6530,2.547698,2.614217,1.6378277523302195e-05,133734400,1687.3,2.4903,8151.3,2.6,12.19,2026-04-19T06:03:32.618508
6540,2.520475,2.612663,1.636766613811759e-05,133939200,1684.9,2.0799,8163.4,2.6,12.19,2026-04-19T06:03:44.773547
6550,2.54914,2.613436,1.635704315896009e-05,134144000,1683.1,2.1823,8175.6,2.6,12.19,2026-04-19T06:03:56.941007
6560,2.594091,2.612148,1.6346408608774944e-05,134348800,1685.2,2.3968,8187.8,2.6,12.19,2026-04-19T06:04:09.093743
6570,3.259053,2.618119,1.6335762510532422e-05,134553600,1686.9,2.6837,8199.9,2.6,12.19,2026-04-19T06:04:21.234568
6580,2.655284,2.615757,1.632510488722773e-05,134758400,1686.3,2.2489,8212.0,2.6,12.19,2026-04-19T06:04:33.379544
6590,2.477387,2.612233,1.6314435761880955e-05,134963200,1686.7,2.4193,8224.2,2.6,12.19,2026-04-19T06:04:45.521798
6600,2.651351,2.611657,1.6303755157537047e-05,135168000,1686.3,2.2552,8236.3,2.6,12.19,2026-04-19T06:04:57.666448
6610,2.691639,2.612238,1.6293063097265736e-05,135372800,1686.6,2.1401,8248.5,2.6,12.19,2026-04-19T06:05:09.809477
6620,2.668495,2.615288,1.628235960416151e-05,135577600,1682.2,2.5987,8260.6,2.6,12.19,2026-04-19T06:05:21.984307
6630,2.483703,2.614846,1.6271644701343533e-05,135782400,1685.4,1.9984,8272.8,2.6,12.19,2026-04-19T06:05:34.135713
6640,2.736609,2.616947,1.626091841195563e-05,135987200,1685.2,2.61,8284.9,2.6,12.19,2026-04-19T06:05:46.288407
6650,2.609969,2.616556,1.6250180759166212e-05,136192000,1688.9,2.1698,8297.1,2.6,12.19,2026-04-19T06:05:58.414244
6660,2.596856,2.618422,1.623943176616824e-05,136396800,1683.7,2.5744,8309.2,2.6,12.19,2026-04-19T06:06:10.578237
6670,2.563505,2.619113,1.6228671456179162e-05,136601600,1686.8,2.3171,8321.4,2.6,12.19,2026-04-19T06:06:22.719475
6680,2.578904,2.619163,1.621789985244088e-05,136806400,1686.7,1.8613,8333.5,2.6,12.19,2026-04-19T06:06:34.861790
6690,2.548132,2.622488,1.6207116978219682e-05,137011200,1682.3,2.1982,8345.7,2.6,12.19,2026-04-19T06:06:47.035103
6700,2.512059,2.621072,1.6196322856806203e-05,137216000,1682.9,2.3976,8357.9,2.6,12.19,2026-04-19T06:06:59.204721
6710,2.376505,2.618158,1.618551751151537e-05,137420800,1684.6,1.7488,8370.0,2.6,12.19,2026-04-19T06:07:11.362000
6720,2.301054,2.617752,1.6174700965686355e-05,137625600,1683.2,1.7587,8382.2,2.6,12.19,2026-04-19T06:07:23.528989
6730,2.391906,2.615261,1.6163873242682524e-05,137830400,1682.6,2.1529,8394.4,2.6,12.19,2026-04-19T06:07:35.700754
6740,2.471576,2.612282,1.615303436589138e-05,138035200,1684.2,2.3162,8406.5,2.6,12.19,2026-04-19T06:07:47.860496
6750,2.933215,2.614641,1.614218435872453e-05,138240000,1683.9,2.2862,8418.7,2.6,12.19,2026-04-19T06:08:00.022492
6760,2.682548,2.617275,1.6131323244617605e-05,138444800,1683.6,1.9562,8430.8,2.6,12.19,2026-04-19T06:08:12.187083
6770,2.711787,2.619534,1.612045104703024e-05,138649600,1685.8,2.1811,8443.0,2.6,12.19,2026-04-19T06:08:24.336123
6780,2.605225,2.619375,1.6109567789445998e-05,138854400,1681.9,1.9283,8455.2,2.6,12.19,2026-04-19T06:08:36.512514
6790,2.722336,2.619769,1.6098673495372347e-05,139059200,1685.2,2.452,8467.3,2.6,12.19,2026-04-19T06:08:48.665452
6800,2.62149,2.615699,1.608776818834058e-05,139264000,1684.3,2.273,8479.5,2.6,12.19,2026-04-19T06:09:00.825178
6810,2.333292,2.612529,1.6076851891905783e-05,139468800,1682.6,1.8396,8491.7,2.6,12.19,2026-04-19T06:09:12.996986
6820,2.555915,2.611444,1.606592462964678e-05,139673600,1682.8,2.351,8503.8,2.6,12.19,2026-04-19T06:09:25.167439
6830,2.434237,2.609434,1.6054986425166073e-05,139878400,1688.3,2.2534,8516.0,2.6,12.19,2026-04-19T06:09:37.298176
6840,2.570567,2.610006,1.6044037302089813e-05,140083200,1682.1,2.251,8528.1,2.6,12.19,2026-04-19T06:09:49.473651
6850,2.533263,2.61011,1.6033077284067726e-05,140288000,1679.7,1.8159,8540.3,2.6,12.19,2026-04-19T06:10:01.666186
6860,2.67616,2.612263,1.6022106394773065e-05,140492800,1682.5,2.2126,8552.5,2.6,12.19,2026-04-19T06:10:13.838240
6870,2.568475,2.610233,1.601112465790257e-05,140697600,1682.6,2.6441,8564.7,2.6,12.19,2026-04-19T06:10:26.010523
6880,2.762831,2.613015,1.600013209717642e-05,140902400,1685.5,1.9595,8576.8,2.6,12.19,2026-04-19T06:10:38.160415
6890,2.680704,2.613766,1.598912873633816e-05,141107200,1683.0,2.2789,8589.0,2.6,12.19,2026-04-19T06:10:50.329433
6900,2.353668,2.610444,1.597811459915467e-05,141312000,1681.4,2.2981,8601.2,2.6,12.19,2026-04-19T06:11:02.509534
6910,2.64194,2.60965,1.596708970941611e-05,141516800,1681.9,2.5084,8613.3,2.6,12.19,2026-04-19T06:11:14.686309
