step,loss,smooth_loss,lr,tokens_seen,tokens_per_sec,grad_norm,elapsed_sec,vram_used_gb,vram_peak_gb,timestamp
4630,4.019062,4.06693,0.0005762724313665137,237107200,1717.2,1.2306,14043.2,3.93,12.8,2026-04-18T09:23:13.180387
4640,3.987981,4.064591,0.0005761434835678198,237619200,1717.3,0.4929,14073.0,3.93,12.8,2026-04-18T09:23:42.995231
4650,4.053536,4.063315,0.0005760142025265286,238131200,1717.3,0.5369,14102.8,3.93,12.8,2026-04-18T09:24:12.810125
4660,4.011513,4.061884,0.0005758845884176677,238643200,1718.5,0.4606,14132.6,3.93,12.8,2026-04-18T09:24:42.603767
4670,4.103255,4.061781,0.0005757546414167161,239155200,1718.1,0.5799,14162.4,3.93,12.8,2026-04-18T09:25:12.404126
4680,3.955649,4.060438,0.000575624361699603,239667200,1717.9,0.4417,14192.2,3.93,12.8,2026-04-18T09:25:42.209117
4690,3.925964,4.05846,0.0005754937494427085,240179200,1718.3,0.4938,14222.0,3.93,12.8,2026-04-18T09:26:12.006591
4700,4.01915,4.056688,0.0005753628048228624,240691200,1718.5,0.441,14251.8,3.93,12.8,2026-04-18T09:26:41.800251
4710,4.057005,4.056427,0.0005752315280173446,241203200,1718.6,0.4935,14281.6,3.93,12.8,2026-04-18T09:27:11.591645
4720,3.979239,4.054533,0.0005750999192038853,241715200,1717.3,0.4745,14311.4,3.93,12.8,2026-04-18T09:27:41.405117
4730,3.978377,4.053829,0.0005749679785606634,242227200,1718.4,0.424,14341.2,3.93,12.8,2026-04-18T09:28:11.200449
4740,4.015461,4.053566,0.0005748357062663077,242739200,1717.6,0.4408,14371.0,3.93,12.8,2026-04-18T09:28:41.009336
4750,3.908702,4.051756,0.0005747031024998955,243251200,1718.0,0.4592,14400.8,3.93,12.8,2026-04-18T09:29:10.811104
4760,4.004569,4.051877,0.0005745701674409531,243763200,1718.2,0.4837,14430.6,3.93,12.8,2026-04-18T09:29:40.610481
4770,4.158663,4.052488,0.0005744369012694552,244275200,1718.0,0.642,14460.4,3.93,12.8,2026-04-18T09:30:10.412584
4780,4.044722,4.051609,0.0005743033041658252,244787200,1718.5,0.569,14490.2,3.93,12.8,2026-04-18T09:30:40.205748
4790,4.012728,4.049637,0.000574169376310934,245299200,1717.6,0.7475,14520.0,3.93,12.8,2026-04-18T09:31:10.015450
4800,4.158504,4.050826,0.0005740351178861005,245811200,1718.6,0.5107,14549.8,3.93,12.8,2026-04-18T09:31:39.807628
4810,3.984735,4.049483,0.0005739005290730912,246323200,1717.3,0.4257,14579.7,3.93,12.8,2026-04-18T09:32:09.621956
4820,4.124782,4.051723,0.0005737656100541197,246835200,1718.8,0.8277,14609.4,3.93,12.8,2026-04-18T09:32:39.410723
4830,3.960448,4.050004,0.0005736303610118471,247347200,1717.7,0.443,14639.3,3.93,12.8,2026-04-18T09:33:09.218354
4840,3.971915,4.048794,0.0005734947821293807,247859200,1718.3,0.444,14669.0,3.93,12.8,2026-04-18T09:33:39.015706
4850,3.569748,4.043649,0.0005733588735902747,248371200,1718.0,0.722,14698.8,3.93,12.8,2026-04-18T09:34:08.817088
4860,4.013367,4.043681,0.0005732226355785298,248883200,1718.0,0.4361,14728.7,3.93,12.8,2026-04-18T09:34:38.620019
4870,3.926486,4.043643,0.0005730860682785922,249395200,1718.5,0.5077,14758.4,3.93,12.8,2026-04-18T09:35:08.412576
4880,4.041299,4.0437,0.0005729491718753544,249907200,1717.6,0.4653,14788.3,3.93,12.8,2026-04-18T09:35:38.220782
4890,4.132794,4.039423,0.0005728119465541544,250419200,1718.8,0.5522,14818.0,3.93,12.8,2026-04-18T09:36:08.009303
4900,4.201257,4.039807,0.0005726743925007751,250931200,1717.4,0.4626,14847.9,3.93,12.8,2026-04-18T09:36:37.821560
4910,3.955013,4.0384,0.0005725365099014449,251443200,1718.7,0.4638,14877.6,3.93,12.8,2026-04-18T09:37:07.612289
4920,4.073405,4.039226,0.000572398298942837,251955200,1716.7,0.4706,14907.5,3.93,12.8,2026-04-18T09:37:37.436084
4930,3.931028,4.039292,0.0005722597598120686,252467200,1718.5,0.6342,14937.3,3.93,12.8,2026-04-18T09:38:07.228765
4940,4.083518,4.039116,0.0005721208926967021,252979200,1718.5,0.5873,14967.1,3.93,12.8,2026-04-18T09:38:37.021989
4950,4.044491,4.039283,0.0005719816977847431,253491200,1717.7,0.5693,14996.9,3.93,12.8,2026-04-18T09:39:06.830379
4960,4.05216,4.037958,0.0005718421752646415,254003200,1718.5,0.5003,15026.7,3.93,12.8,2026-04-18T09:39:36.623466
4970,3.913522,4.035145,0.0005717023253252904,254515200,1717.5,0.4325,15056.5,3.93,12.8,2026-04-18T09:40:06.434493
4980,3.993175,4.034779,0.0005715621481560265,255027200,1718.3,0.4462,15086.3,3.93,12.8,2026-04-18T09:40:36.231201
4990,4.110457,4.035236,0.0005714216439466293,255539200,1717.9,0.5515,15116.1,3.93,12.8,2026-04-18T09:41:06.035679
5000,4.061366,4.035362,0.0005712808128873212,256051200,1718.7,0.4543,15145.9,3.93,12.8,2026-04-18T09:41:35.825696
5010,3.942888,4.034039,0.000571139655168767,256563200,933.0,0.4555,15200.7,3.93,12.8,2026-04-18T09:42:30.700018
5020,4.236766,4.03538,0.0005709981709820738,257075200,1718.0,0.6005,15230.5,3.93,12.8,2026-04-18T09:43:00.501432
5030,3.944774,4.033921,0.0005708563605187906,257587200,1717.3,0.4834,15260.3,3.93,12.8,2026-04-18T09:43:30.315537
5040,3.873278,4.033873,0.0005707142239709084,258099200,1718.6,0.4176,15290.1,3.93,12.8,2026-04-18T09:44:00.107010
5050,4.046016,4.031942,0.0005705717615308593,258611200,1716.9,0.5327,15320.0,3.93,12.8,2026-04-18T09:44:29.928661
5060,3.706501,4.027937,0.0005704289733915168,259123200,1717.4,2.463,15349.8,3.93,12.8,2026-04-18T09:44:59.741849
5070,4.038818,4.026451,0.0005702858597461954,259635200,1717.7,0.4697,15379.6,3.93,12.8,2026-04-18T09:45:29.549660
5080,4.092122,4.027526,0.0005701424207886503,260147200,1717.8,0.5273,15409.4,3.93,12.8,2026-04-18T09:45:59.354640
5090,3.985089,4.02726,0.0005699986567130769,260659200,1715.5,0.6738,15439.2,3.93,12.8,2026-04-18T09:46:29.201343
5100,3.987711,4.025555,0.000569854567714111,261171200,1716.3,0.5108,15469.1,3.93,12.8,2026-04-18T09:46:59.031662
5110,3.867101,4.024723,0.0005697101539868282,261683200,1717.3,0.4785,15498.9,3.93,12.8,2026-04-18T09:47:28.846030
5120,3.882301,4.022734,0.000569565415726744,262195200,1717.1,0.434,15528.7,3.93,12.8,2026-04-18T09:47:58.663096
5130,4.105826,4.023711,0.0005694203531298126,262707200,1715.1,0.4801,15558.5,3.93,12.8,2026-04-18T09:48:28.515989
5140,3.888357,4.021433,0.0005692749663924279,263219200,1717.4,0.4391,15588.4,3.93,12.8,2026-04-18T09:48:58.328631
5150,3.914069,4.020496,0.0005691292557114226,263731200,1714.7,0.4536,15618.2,3.93,12.8,2026-04-18T09:49:28.187539
5160,4.016179,4.02024,0.0005689832212840677,264243200,1713.3,0.5166,15648.1,3.93,12.8,2026-04-18T09:49:58.071022
5170,4.037983,4.020293,0.0005688368633080726,264755200,1717.0,0.48,15677.9,3.93,12.8,2026-04-18T09:50:27.890884
5180,3.990768,4.02014,0.0005686901819815849,265267200,1713.6,0.5471,15707.8,3.93,12.8,2026-04-18T09:50:57.770150
5190,4.005278,4.01957,0.0005685431775031899,265779200,1717.5,0.4609,15737.6,3.93,12.8,2026-04-18T09:51:27.580266
5200,4.173236,4.019781,0.0005683958500719103,266291200,1717.1,0.6503,15767.4,3.93,12.8,2026-04-18T09:51:57.398203
5210,3.982592,4.019179,0.000568248199887206,266803200,1713.8,0.4589,15797.3,3.93,12.8,2026-04-18T09:52:27.276769
5220,3.886965,4.017274,0.0005681002271489739,267315200,1718.6,0.6639,15827.1,3.93,12.8,2026-04-18T09:52:57.065758
5230,3.791791,4.014099,0.0005679519320575478,267827200,1712.9,0.4815,15857.0,3.93,12.8,2026-04-18T09:53:26.956228
5240,3.954957,4.012243,0.0005678033148136978,268339200,1715.8,0.4531,15886.8,3.93,12.8,2026-04-18T09:53:56.797078
5250,3.871214,4.010244,0.00056765437561863,268851200,1714.6,0.4386,15916.7,3.93,12.8,2026-04-18T09:54:26.659058
5260,3.979828,4.010069,0.0005675051146739864,269363200,1714.4,0.4513,15946.6,3.93,12.8,2026-04-18T09:54:56.523484
5270,4.107483,4.009935,0.0005673555321818449,269875200,1713.5,0.8083,15976.4,3.93,12.8,2026-04-18T09:55:26.404095
5280,3.956015,4.009601,0.0005672056283447183,270387200,1715.9,0.6201,16006.3,3.93,12.8,2026-04-18T09:55:56.242719
5290,3.864382,4.008109,0.0005670554033655546,270899200,1711.7,0.4206,16036.2,3.93,12.8,2026-04-18T09:56:26.153961
5300,3.901159,4.005962,0.0005669048574477371,271411200,1716.2,0.4635,16066.0,3.93,12.8,2026-04-18T09:56:55.987893
5310,3.981144,4.006121,0.0005667539907950827,271923200,1713.6,0.5392,16095.9,3.93,12.8,2026-04-18T09:57:25.869773
5320,3.969212,4.004054,0.0005666028036118431,272435200,1713.1,0.4832,16125.8,3.93,12.8,2026-04-18T09:57:55.754670
5330,3.857419,4.003795,0.0005664512961027039,272947200,1712.3,0.4613,16155.7,3.93,12.8,2026-04-18T09:58:25.655511
5340,3.882869,4.00166,0.0005662994684727843,273459200,1712.2,0.536,16185.6,3.93,12.8,2026-04-18T09:58:55.557952
5350,3.972553,4.001125,0.0005661473209276368,273971200,1713.1,0.4244,16215.5,3.93,12.8,2026-04-18T09:59:25.445997
5360,3.93937,3.999813,0.0005659948536732472,274483200,1715.0,0.435,16245.3,3.93,12.8,2026-04-18T09:59:55.300042
5370,3.898853,3.997834,0.0005658420669160341,274995200,1713.7,0.4763,16275.2,3.93,12.8,2026-04-18T10:00:25.177220
5380,3.82742,3.996138,0.0005656889608628486,275507200,1718.7,0.4522,16305.0,3.93,12.8,2026-04-18T10:00:54.967073
5390,4.013647,3.994659,0.000565535535720974,276019200,1717.6,0.5169,16334.8,3.93,12.8,2026-04-18T10:01:24.776882
5400,3.945688,3.995272,0.0005653817916981258,276531200,1718.9,0.4413,16364.6,3.93,12.8,2026-04-18T10:01:54.562782
5410,3.940388,3.994136,0.0005652277290024511,277043200,1718.0,0.4871,16394.4,3.93,12.8,2026-04-18T10:02:24.364344
5420,3.98345,3.993297,0.0005650733478425285,277555200,1718.2,0.574,16424.2,3.93,12.8,2026-04-18T10:02:54.163087
5430,4.217745,3.995373,0.0005649186484273677,278067200,1718.7,1.3291,16454.0,3.93,12.8,2026-04-18T10:03:23.954275
5440,3.971029,3.995176,0.0005647636309664091,278579200,1717.6,0.4347,16483.8,3.93,12.8,2026-04-18T10:03:53.763129
5450,3.862384,3.992374,0.0005646082956695241,279091200,1718.6,0.4455,16513.6,3.93,12.8,2026-04-18T10:04:23.556109
5460,3.999777,3.991079,0.0005644526427470142,279603200,1717.9,0.4465,16543.4,3.93,12.8,2026-04-18T10:04:53.359565
5470,3.701719,3.990023,0.0005642966724096107,280115200,1718.7,0.4669,16573.2,3.93,12.8,2026-04-18T10:05:23.150314
5480,3.872869,3.987962,0.0005641403848684748,280627200,1717.6,0.4518,16603.0,3.93,12.8,2026-04-18T10:05:52.959954
5490,3.897583,3.988288,0.0005639837803351975,281139200,1718.4,0.5187,16632.8,3.93,12.8,2026-04-18T10:06:22.755336
5500,3.935947,3.986048,0.0005638268590217985,281651200,1717.6,0.515,16662.6,3.93,12.8,2026-04-18T10:06:52.563691
5510,4.124085,3.986503,0.0005636696211407262,282163200,1039.2,2.2255,16711.9,3.93,12.8,2026-04-18T10:07:41.831451
5520,3.816366,3.985041,0.0005635120669048583,282675200,1717.4,0.4312,16741.7,3.93,12.8,2026-04-18T10:08:11.643328
5530,4.050026,3.984429,0.0005633541965275003,283187200,1718.2,0.6265,16771.5,3.93,12.8,2026-04-18T10:08:41.441752
5540,3.914525,3.983789,0.0005631960102223856,283699200,1717.8,0.5451,16801.3,3.93,12.8,2026-04-18T10:09:11.246684
5550,3.756438,3.979942,0.0005630375082036757,284211200,1717.9,0.4028,16831.1,3.93,12.8,2026-04-18T10:09:41.049910
5560,3.878319,3.978311,0.0005628786906859594,284723200,1718.3,0.4376,16860.9,3.93,12.8,2026-04-18T10:10:10.847451
5570,3.911648,3.977999,0.0005627195578842526,285235200,1717.9,0.469,16890.7,3.93,12.8,2026-04-18T10:10:40.650540
5580,4.030942,3.97787,0.000562560110013998,285747200,1718.6,0.4796,16920.5,3.93,12.8,2026-04-18T10:11:10.441883
5590,3.959548,3.97846,0.0005624003472910647,286259200,1717.3,0.4931,16950.3,3.93,12.8,2026-04-18T10:11:40.255746
5600,4.058989,3.978435,0.0005622402699317487,286771200,1717.5,0.4776,16980.1,3.93,12.8,2026-04-18T10:12:10.066288
5610,3.789905,3.976704,0.000562079878152771,287283200,1717.2,0.7239,17009.9,3.93,12.8,2026-04-18T10:12:39.881548
5620,3.823084,3.973554,0.0005619191721712793,287795200,1718.6,0.5271,17039.7,3.93,12.8,2026-04-18T10:13:09.672546
5630,3.938448,3.972748,0.000561758152204846,288307200,1717.7,0.469,17069.5,3.93,12.8,2026-04-18T10:13:39.480207
5640,3.474226,3.967611,0.0005615968184714688,288819200,1718.3,1.5764,17099.3,3.93,12.8,2026-04-18T10:14:09.277459
5650,4.006279,3.967138,0.0005614351711895703,289331200,1718.1,0.4664,17129.1,3.93,12.8,2026-04-18T10:14:39.078390
5660,3.965536,3.966678,0.0005612732105779973,289843200,1717.4,0.6099,17158.9,3.93,12.8,2026-04-18T10:15:08.891416
5670,3.876363,3.964409,0.0005611109368560211,290355200,1718.5,0.5417,17188.7,3.93,12.8,2026-04-18T10:15:38.685053
5680,4.020248,3.965055,0.0005609483502433367,290867200,1717.2,0.5001,17218.5,3.93,12.8,2026-04-18T10:16:08.501141
5690,3.8952,3.964748,0.000560785450960063,291379200,1718.6,0.4872,17248.3,3.93,12.8,2026-04-18T10:16:38.291406
5700,3.844152,3.962998,0.0005606222392267419,291891200,1717.5,0.4477,17278.1,3.93,12.8,2026-04-18T10:17:08.101694
5710,3.817508,3.960603,0.0005604587152643383,292403200,1718.7,0.4851,17307.9,3.93,12.8,2026-04-18T10:17:37.892364
5720,3.909377,3.959904,0.0005602948792942402,292915200,1717.8,0.5252,17337.7,3.93,12.8,2026-04-18T10:18:07.697005
5730,4.05219,3.960642,0.0005601307315382576,293427200,1717.4,0.6175,17367.5,3.93,12.8,2026-04-18T10:18:37.509473
5740,4.274707,3.963235,0.0005599662722186228,293939200,1718.1,0.9182,17397.3,3.93,12.8,2026-04-18T10:19:07.309565
5750,3.8359,3.962507,0.0005598015015579899,294451200,1717.4,0.4896,17427.2,3.93,12.8,2026-04-18T10:19:37.122279
5760,3.770685,3.960168,0.0005596364197794344,294963200,1718.8,0.4828,17456.9,3.93,12.8,2026-04-18T10:20:06.910865
5770,3.912235,3.957704,0.0005594710271064532,295475200,1717.1,0.525,17486.8,3.93,12.8,2026-04-18T10:20:36.729553
5780,4.002299,3.957279,0.000559305323762964,295987200,1718.5,0.5441,17516.6,3.93,12.8,2026-04-18T10:21:06.521589
5790,3.936047,3.956513,0.000559139309973305,296499200,1717.5,0.5023,17546.4,3.93,12.8,2026-04-18T10:21:36.332787
5800,3.968075,3.954608,0.000558972985962235,297011200,1718.6,0.5054,17576.2,3.93,12.8,2026-04-18T10:22:06.124410
5810,3.858841,3.953349,0.0005588063519549324,297523200,1718.4,0.4331,17606.0,3.93,12.8,2026-04-18T10:22:35.919035
5820,3.793461,3.950036,0.0005586394081769957,298035200,1717.7,0.4716,17635.8,3.93,12.8,2026-04-18T10:23:05.726239
5830,3.880877,3.94924,0.0005584721548544423,298547200,1718.7,0.4192,17665.5,3.93,12.8,2026-04-18T10:23:35.516322
5840,3.969559,3.949217,0.0005583045922137091,299059200,1717.6,0.4847,17695.4,3.93,12.8,2026-04-18T10:24:05.325013
5850,3.954602,3.953065,0.0005581367204816518,299571200,1718.4,0.4681,17725.2,3.93,12.8,2026-04-18T10:24:35.119525
5860,3.893499,3.951867,0.000557968539885544,300083200,1717.2,0.4546,17755.0,3.93,12.8,2026-04-18T10:25:04.935273
5870,3.915943,3.951761,0.0005578000506530782,300595200,1718.1,0.4528,17784.8,3.93,12.8,2026-04-18T10:25:34.735446
5880,3.499983,3.946348,0.0005576312530123643,301107200,1717.9,0.8529,17814.6,3.93,12.8,2026-04-18T10:26:04.539589
5890,4.003304,3.945053,0.0005574621471919298,301619200,1718.3,0.509,17844.4,3.93,12.8,2026-04-18T10:26:34.336591
5900,3.833393,3.941375,0.0005572927334207195,302131200,1718.2,0.4773,17874.2,3.93,12.8,2026-04-18T10:27:04.135417
5910,4.02068,3.942031,0.000557123011928095,302643200,1717.7,0.4439,17904.0,3.93,12.8,2026-04-18T10:27:33.944786
5920,3.905651,3.940354,0.0005569529829438347,303155200,1716.6,0.5124,17933.8,3.93,12.8,2026-04-18T10:28:03.768558
5930,3.821364,3.939257,0.0005567826466981331,303667200,1717.3,0.4437,17963.6,3.93,12.8,2026-04-18T10:28:33.582149
5940,3.812197,3.936544,0.0005566120034216011,304179200,1718.5,0.4389,17993.4,3.93,12.8,2026-04-18T10:29:03.374980
5950,3.832062,3.93442,0.0005564410533452645,304691200,1717.5,0.5004,18023.2,3.93,12.8,2026-04-18T10:29:33.185028
5960,3.699534,3.930893,0.0005562697967005651,305203200,1718.3,0.4891,18053.0,3.93,12.8,2026-04-18T10:30:02.982682
5970,3.974688,3.931505,0.0005560982337193597,305715200,1717.6,0.5196,18082.8,3.93,12.8,2026-04-18T10:30:32.790714
5980,3.841483,3.929988,0.0005559263646339196,306227200,1718.3,0.4463,18112.6,3.93,12.8,2026-04-18T10:31:02.587350
5990,3.876389,3.927647,0.0005557541896769307,306739200,1718.3,0.4341,18142.4,3.93,12.8,2026-04-18T10:31:32.384627
6000,3.830885,3.925343,0.0005555817090814928,307251200,1717.6,0.5448,18172.2,3.93,12.8,2026-04-18T10:32:02.193571
6010,3.892736,3.924841,0.0005554089230811196,307763200,929.9,0.4659,18227.3,3.93,12.8,2026-04-18T10:32:57.254692
6020,3.772749,3.920201,0.0005552358319097386,308275200,1717.1,0.4504,18257.1,3.93,12.8,2026-04-18T10:33:27.071759
6030,3.685773,3.917611,0.0005550624358016899,308787200,1717.7,2.0177,18286.9,3.93,12.8,2026-04-18T10:33:56.880069
6040,3.931202,3.91819,0.0005548887349917268,309299200,1718.0,0.4732,18316.7,3.93,12.8,2026-04-18T10:34:26.680861
6050,3.930128,3.917031,0.000554714729715015,309811200,1718.1,0.5522,18346.5,3.93,12.8,2026-04-18T10:34:56.481888
6060,3.982691,3.919793,0.0005545404202071322,310323200,1717.9,0.4669,18376.3,3.93,12.8,2026-04-18T10:35:26.286217
6070,4.071476,3.92012,0.0005543658067040686,310835200,1718.3,0.5496,18406.1,3.93,12.8,2026-04-18T10:35:56.082449
6080,3.844944,3.917648,0.0005541908894422253,311347200,1716.2,0.5177,18435.9,3.93,12.8,2026-04-18T10:36:25.916284
6090,3.88227,3.91662,0.000554015668658415,311859200,1718.3,0.5321,18465.7,3.93,12.8,2026-04-18T10:36:55.713447
6100,3.752836,3.914271,0.0005538401445898612,312371200,1717.1,0.4276,18495.6,3.93,12.8,2026-04-18T10:37:25.529906
6110,3.842174,3.914022,0.0005536643174741981,312883200,1718.4,0.496,18525.4,3.93,12.8,2026-04-18T10:37:55.324650
6120,4.252532,3.917724,0.0005534881875494701,313395200,1718.1,0.5935,18555.2,3.93,12.8,2026-04-18T10:38:25.125886
6130,3.079916,3.907465,0.0005533117550541316,313907200,1718.1,4.2298,18585.0,3.93,12.8,2026-04-18T10:38:54.926254
6140,3.73626,3.905944,0.0005531350202270467,314419200,1718.7,0.5836,18614.7,3.93,12.8,2026-04-18T10:39:24.716110
6150,3.826393,3.905067,0.0005529579833074886,314931200,1717.5,0.4668,18644.6,3.93,12.8,2026-04-18T10:39:54.527092
6160,3.88087,3.903714,0.0005527806445351397,315443200,1718.6,0.4712,18674.4,3.93,12.8,2026-04-18T10:40:24.318282
6170,4.047602,3.90381,0.0005526030041500909,315955200,1717.1,0.6291,18704.2,3.93,12.8,2026-04-18T10:40:54.135784
6180,3.798567,3.901888,0.0005524250623928416,316467200,1718.5,0.439,18734.0,3.93,12.8,2026-04-18T10:41:23.930116
6190,3.810396,3.899939,0.0005522468195042993,316979200,1717.6,0.4687,18763.8,3.93,12.8,2026-04-18T10:41:53.738387
6200,3.911967,3.897327,0.0005520682757257788,317491200,1718.6,0.4972,18793.6,3.93,12.8,2026-04-18T10:42:23.529308
6210,3.838489,3.895886,0.0005518894312990025,318003200,1717.9,0.473,18823.4,3.93,12.8,2026-04-18T10:42:53.332897
6220,3.785471,3.894871,0.0005517102864661,318515200,1718.0,0.4835,18853.2,3.93,12.8,2026-04-18T10:43:23.135666
6230,3.773321,3.894686,0.0005515308414696074,319027200,1718.4,0.5764,18883.0,3.93,12.8,2026-04-18T10:43:52.930090
6240,3.881243,3.893949,0.0005513510965524671,319539200,1717.5,0.5325,18912.8,3.93,12.8,2026-04-18T10:44:22.741163
6250,4.027772,3.895515,0.0005511710519580278,320051200,1718.9,0.5714,18942.6,3.93,12.8,2026-04-18T10:44:52.527101
6260,3.747336,3.89319,0.0005509907079300436,320563200,1717.4,0.4474,18972.4,3.93,12.8,2026-04-18T10:45:22.339117
6270,3.965912,3.891774,0.0005508100647126743,321075200,1718.6,0.4704,19002.2,3.93,12.8,2026-04-18T10:45:52.130630
6280,4.147645,3.89369,0.0005506291225504846,321587200,1718.4,0.5616,19032.0,3.93,12.8,2026-04-18T10:46:21.926376
6290,3.794718,3.892994,0.0005504478816884441,322099200,1718.2,0.6133,19061.8,3.93,12.8,2026-04-18T10:46:51.724243
6300,3.864306,3.892625,0.0005502663423719265,322611200,1718.2,0.5058,19091.6,3.93,12.8,2026-04-18T10:47:21.523572
6310,4.015018,3.892964,0.0005500845048467095,323123200,1718.0,0.5293,19121.4,3.93,12.8,2026-04-18T10:47:51.324895
6320,4.03347,3.893606,0.0005499023693589754,323635200,1718.9,0.4636,19151.1,3.93,12.8,2026-04-18T10:48:21.110726
6330,3.891299,3.893945,0.0005497199361553086,324147200,1717.4,0.4897,19181.0,3.93,12.8,2026-04-18T10:48:50.922982
6340,3.829716,3.893414,0.0005495372054826974,324659200,1719.1,0.4732,19210.7,3.93,12.8,2026-04-18T10:49:20.706125
6350,3.895863,3.892647,0.0005493541775885329,325171200,1717.8,0.5914,19240.5,3.93,12.8,2026-04-18T10:49:50.511294
6360,3.896092,3.892214,0.000549170852720608,325683200,1718.8,0.4838,19270.3,3.93,12.8,2026-04-18T10:50:20.299739
6370,3.906456,3.89229,0.0005489872311271181,326195200,1717.9,0.4992,19300.1,3.93,12.8,2026-04-18T10:50:50.103298
6380,3.890205,3.892918,0.0005488033130566604,326707200,1718.0,0.4936,19329.9,3.93,12.8,2026-04-18T10:51:19.904967
6390,3.821797,3.890999,0.0005486190987582331,327219200,1718.6,0.4996,19359.7,3.93,12.8,2026-04-18T10:51:49.696458
6400,3.848987,3.890032,0.0005484345884812357,327731200,1717.5,0.4801,19389.5,3.93,12.8,2026-04-18T10:52:19.507055
6410,3.888416,3.889513,0.0005482497824754684,328243200,1718.7,0.4571,19419.3,3.93,12.8,2026-04-18T10:52:49.297416
6420,4.224825,3.891926,0.0005480646809911319,328755200,1717.1,0.8431,19449.1,3.93,12.8,2026-04-18T10:53:19.116044
6430,3.992047,3.889669,0.0005478792842788265,329267200,1718.9,0.4625,19478.9,3.93,12.8,2026-04-18T10:53:48.903273
6440,3.838407,3.888343,0.0005476935925895525,329779200,1717.8,0.4338,19508.7,3.93,12.8,2026-04-18T10:54:18.708274
6450,3.817248,3.887892,0.0005475076061747097,330291200,1718.3,0.471,19538.5,3.93,12.8,2026-04-18T10:54:48.505812
6460,3.717043,3.885064,0.0005473213252860967,330803200,1717.9,0.4567,19568.3,3.93,12.8,2026-04-18T10:55:18.310274
6470,3.898395,3.887031,0.0005471347501759109,331315200,1718.3,0.5316,19598.1,3.93,12.8,2026-04-18T10:55:48.106895
6480,3.951874,3.887821,0.0005469478810967477,331827200,1718.5,0.4468,19627.9,3.93,12.8,2026-04-18T10:56:17.900647
6490,3.784232,3.886688,0.0005467607183016009,332339200,1717.8,0.4979,19657.7,3.93,12.8,2026-04-18T10:56:47.706507
6500,3.507049,3.882399,0.0005465732620438617,332851200,1718.8,1.0422,19687.5,3.93,12.8,2026-04-18T10:57:17.494980
6510,3.803662,3.879195,0.000546385512577319,333363200,1046.0,0.4301,19736.5,3.93,12.8,2026-04-18T10:58:06.443029
6520,3.873677,3.879768,0.0005461974701561579,333875200,1718.3,0.5169,19766.3,3.93,12.8,2026-04-18T10:58:36.240181
6530,3.575504,3.875022,0.000546009135034961,334387200,1717.4,0.5776,19796.1,3.93,12.8,2026-04-18T10:59:06.052602
6540,3.769652,3.873574,0.0005458205074687066,334899200,1717.2,0.7486,19825.9,3.93,12.8,2026-04-18T10:59:35.868671
6550,3.690671,3.872916,0.000545631587712769,335411200,1716.9,0.4785,19855.7,3.93,12.8,2026-04-18T11:00:05.690411
6560,3.925078,3.873384,0.0005454423760229182,335923200,1717.3,0.5692,19885.5,3.93,12.8,2026-04-18T11:00:35.502956
6570,3.899863,3.873266,0.0005452528726553195,336435200,1717.1,0.5222,19915.4,3.93,12.8,2026-04-18T11:01:05.320027
6580,3.815926,3.871116,0.0005450630778665329,336947200,1718.8,0.4332,19945.1,3.93,12.8,2026-04-18T11:01:35.108941
6590,3.882359,3.870344,0.0005448729919135131,337459200,1717.8,0.5423,19974.9,3.93,12.8,2026-04-18T11:02:04.914323
6600,3.820122,3.867955,0.0005446826150536088,337971200,1718.1,0.4859,20004.7,3.93,12.8,2026-04-18T11:02:34.714325
6610,3.969609,3.869752,0.0005444919475445628,338483200,1718.2,0.4987,20034.5,3.93,12.8,2026-04-18T11:03:04.512803
6620,3.685094,3.868372,0.0005443009896445113,338995200,1717.6,0.6686,20064.4,3.93,12.8,2026-04-18T11:03:34.321099
6630,3.812097,3.867109,0.0005441097416119834,339507200,1717.3,0.4433,20094.2,3.93,12.8,2026-04-18T11:04:04.135501
6640,3.831586,3.870682,0.0005439182037059014,340019200,1717.1,0.5125,20124.0,3.93,12.8,2026-04-18T11:04:33.952762
6650,3.898488,3.869604,0.0005437263761855799,340531200,1715.9,0.4748,20153.8,3.93,12.8,2026-04-18T11:05:03.791376
6660,4.036591,3.870315,0.0005435342593107254,341043200,1717.4,0.8448,20183.6,3.93,12.8,2026-04-18T11:05:33.603133
6670,3.951046,3.871062,0.0005433418533414364,341555200,1717.9,0.8007,20213.4,3.93,12.8,2026-04-18T11:06:03.406791
6680,3.78855,3.868745,0.0005431491585382026,342067200,1717.7,0.5406,20243.2,3.93,12.8,2026-04-18T11:06:33.214311
6690,3.983751,3.86963,0.0005429561751619049,342579200,1717.7,0.5617,20273.1,3.93,12.8,2026-04-18T11:07:03.021582
6700,3.779448,3.868983,0.0005427629034738148,343091200,1715.7,0.4972,20302.9,3.93,12.8,2026-04-18T11:07:32.862333
6710,3.88723,3.86968,0.0005425693437355943,343603200,1715.2,0.4859,20332.7,3.93,12.8,2026-04-18T11:08:02.712486
6720,3.848352,3.86907,0.000542375496209295,344115200,1714.4,0.4893,20362.6,3.93,12.8,2026-04-18T11:08:32.577549
6730,3.939304,3.867941,0.0005421813611573584,344627200,1715.8,0.5989,20392.4,3.93,12.8,2026-04-18T11:09:02.417343
