step,loss,smooth_loss,lr,tokens_seen,tokens_per_sec,grad_norm,elapsed_sec,vram_used_gb,vram_peak_gb,timestamp
11380,3.69839,3.7198,0.00042587887985019696,582707200,1703.7,0.4834,34500.7,3.93,12.8,2026-04-18T15:04:10.690561
11390,3.69205,3.719709,0.00042558513086567667,583219200,1699.2,0.5009,34530.9,3.93,12.8,2026-04-18T15:04:40.821451
11400,3.642635,3.718796,0.0004252912524727445,583731200,1698.2,0.5259,34561.0,3.93,12.8,2026-04-18T15:05:10.971649
11410,3.631159,3.717399,0.0004249972450692694,584243200,1699.0,0.524,34591.1,3.93,12.8,2026-04-18T15:05:41.106787
11420,3.712328,3.717151,0.00042470310905329473,584755200,1697.0,0.5179,34621.3,3.93,12.8,2026-04-18T15:06:11.277479
11430,3.57749,3.715742,0.00042440884482303784,585267200,1694.8,0.548,34651.5,3.93,12.8,2026-04-18T15:06:41.487720
11440,3.77767,3.716159,0.00042411445277689005,585779200,1695.1,0.5442,34681.7,3.93,12.8,2026-04-18T15:07:11.692565
11450,3.666999,3.715052,0.0004238199333134154,586291200,1694.3,0.4907,34711.9,3.93,12.8,2026-04-18T15:07:41.911856
11460,3.555764,3.713889,0.0004235252868313506,586803200,1688.2,0.5794,34742.3,3.93,12.8,2026-04-18T15:08:12.240198
11470,3.42688,3.711869,0.0004232305137296043,587315200,1688.6,0.5232,34772.6,3.93,12.8,2026-04-18T15:08:42.562035
11480,3.267903,3.707189,0.0004229356144072565,587827200,1692.2,1.3002,34802.8,3.93,12.8,2026-04-18T15:09:12.818346
11490,3.769616,3.708603,0.0004226405892635581,588339200,1687.5,0.5091,34833.2,3.93,12.8,2026-04-18T15:09:43.159562
11500,3.361368,3.705152,0.00042234543869793054,588851200,1691.7,0.7688,34863.5,3.93,12.8,2026-04-18T15:10:13.425157
11510,3.14192,3.699053,0.00042205016310996465,589363200,1107.4,0.9147,34909.7,3.93,12.8,2026-04-18T15:10:59.658794
11520,3.828369,3.700624,0.0004217547628994211,589875200,1688.9,0.5036,34940.0,3.93,12.8,2026-04-18T15:11:29.974414
11530,3.734572,3.70034,0.00042145923846622865,590387200,1687.3,0.4927,34970.4,3.93,12.8,2026-04-18T15:12:00.318245
11540,3.71375,3.70156,0.00042116359021048466,590899200,1687.9,0.5363,35000.7,3.93,12.8,2026-04-18T15:12:30.651289
11550,3.505176,3.700677,0.00042086781853245406,591411200,1689.3,0.5371,35031.0,3.93,12.8,2026-04-18T15:13:00.958855
11560,3.614616,3.70045,0.00042057192383256883,591923200,1689.8,0.5398,35061.3,3.93,12.8,2026-04-18T15:13:31.258420
11570,3.78918,3.701265,0.00042027590651142735,592435200,1686.4,0.4999,35091.7,3.93,12.8,2026-04-18T15:14:01.618242
11580,3.672135,3.694598,0.0004199797669697945,592947200,1689.6,0.4907,35122.0,3.93,12.8,2026-04-18T15:14:31.920916
11590,3.613744,3.693027,0.0004196835056085998,593459200,1685.2,0.4874,35152.3,3.93,12.8,2026-04-18T15:15:02.303274
11600,3.706385,3.693649,0.0004193871228289386,593971200,1683.6,0.4842,35182.7,3.93,12.8,2026-04-18T15:15:32.713938
11610,3.730274,3.694944,0.0004190906190320701,594483200,1684.5,0.4851,35213.1,3.93,12.8,2026-04-18T15:16:03.107849
11620,3.611412,3.693351,0.0004187939946194174,594995200,1683.7,0.5635,35243.5,3.93,12.8,2026-04-18T15:16:33.516681
11630,3.783815,3.693124,0.00041849724999256705,595507200,1683.6,0.5348,35274.0,3.93,12.8,2026-04-18T15:17:03.928377
11640,3.658725,3.693157,0.0004182003855532682,596019200,1684.0,0.7614,35304.4,3.93,12.8,2026-04-18T15:17:34.331232
11650,3.61928,3.692008,0.00041790340170343225,596531200,1684.1,0.5547,35334.8,3.93,12.8,2026-04-18T15:18:04.733919
11660,3.597967,3.69111,0.00041760629884513234,597043200,1684.5,0.5258,35365.2,3.93,12.8,2026-04-18T15:18:35.127969
11670,3.700576,3.689836,0.0004173090773806026,597555200,1683.2,0.5402,35395.6,3.93,12.8,2026-04-18T15:19:05.546359
11680,3.710452,3.6896,0.00041701173771223793,598067200,1684.3,0.5427,35426.0,3.93,12.8,2026-04-18T15:19:35.945232
11690,3.721397,3.69155,0.0004167142802425931,598579200,1682.3,0.4973,35456.4,3.93,12.8,2026-04-18T15:20:06.379853
11700,3.626253,3.690847,0.0004164167053743822,599091200,1682.6,0.5398,35486.8,3.93,12.8,2026-04-18T15:20:36.809808
11710,3.691612,3.689995,0.0004161190135104788,599603200,1683.8,0.5536,35517.2,3.93,12.8,2026-04-18T15:21:07.217329
11720,3.587835,3.689113,0.00041582120505391436,600115200,1679.8,0.5409,35547.7,3.93,12.8,2026-04-18T15:21:37.696761
11730,3.656712,3.688579,0.0004155232804078783,600627200,1680.1,0.4979,35578.2,3.93,12.8,2026-04-18T15:22:08.171634
11740,3.674884,3.687591,0.0004152252399757176,601139200,1682.0,0.5114,35608.6,3.93,12.8,2026-04-18T15:22:38.610902
11750,3.68268,3.689815,0.00041492708416093565,601651200,1684.1,0.5164,35639.0,3.93,12.8,2026-04-18T15:23:09.012450
11760,3.751916,3.690312,0.00041462881336719223,602163200,1685.2,0.4908,35669.4,3.93,12.8,2026-04-18T15:23:39.394651
11770,3.603004,3.687094,0.00041433042799830273,602675200,1684.2,0.6331,35699.8,3.93,12.8,2026-04-18T15:24:09.794674
11780,3.564149,3.687748,0.00041403192845823774,603187200,1683.8,0.5588,35730.2,3.93,12.8,2026-04-18T15:24:40.202225
11790,3.504903,3.684876,0.0004137333151511224,603699200,1685.1,0.5284,35760.6,3.93,12.8,2026-04-18T15:25:10.587042
11800,3.663237,3.683088,0.00041343458848123576,604211200,1683.1,0.5245,35791.0,3.93,12.8,2026-04-18T15:25:41.007934
11810,3.755789,3.684014,0.00041313574885301044,604723200,1683.2,0.4689,35821.5,3.93,12.8,2026-04-18T15:26:11.425256
11820,3.659736,3.682314,0.00041283679667103207,605235200,1683.7,0.6024,35851.9,3.93,12.8,2026-04-18T15:26:41.834857
11830,3.759706,3.68327,0.0004125377323400385,605747200,1681.8,0.554,35882.3,3.93,12.8,2026-04-18T15:27:12.277104
11840,3.662058,3.682285,0.00041223855626491943,606259200,1683.8,0.5626,35912.7,3.93,12.8,2026-04-18T15:27:42.684593
11850,3.502488,3.681234,0.00041193926885071605,606771200,1684.5,0.4708,35943.1,3.93,12.8,2026-04-18T15:28:13.079572
11860,3.539036,3.680214,0.00041163987050261996,607283200,1683.2,0.5121,35973.5,3.93,12.8,2026-04-18T15:28:43.498696
11870,3.800068,3.680255,0.0004113403616259732,607795200,1681.5,0.5041,36004.0,3.93,12.8,2026-04-18T15:29:13.947823
11880,3.619977,3.679151,0.00041104074262626744,608307200,1683.0,0.4948,36034.4,3.93,12.8,2026-04-18T15:29:44.369516
11890,3.728215,3.67957,0.0004107410139091433,608819200,1683.5,0.5226,36064.8,3.93,12.8,2026-04-18T15:30:14.783081
11900,3.663397,3.678048,0.00041044117588039005,609331200,1683.5,0.9476,36095.2,3.93,12.8,2026-04-18T15:30:45.194862
11910,3.63288,3.677829,0.000410141228945945,609843200,1684.0,0.4694,36125.6,3.93,12.8,2026-04-18T15:31:15.598923
11920,3.719672,3.677965,0.00040984117351189255,610355200,1680.1,0.5259,36156.1,3.93,12.8,2026-04-18T15:31:46.073895
11930,3.416738,3.6747,0.0004095410099844645,610867200,1683.9,2.9122,36186.5,3.93,12.8,2026-04-18T15:32:16.480243
11940,3.645064,3.673543,0.00040924073877003875,611379200,1681.6,0.5415,36217.0,3.93,12.8,2026-04-18T15:32:46.926963
11950,3.60829,3.671931,0.0004089403602751389,611891200,1680.9,0.567,36247.4,3.93,12.8,2026-04-18T15:33:17.385962
11960,3.798642,3.672513,0.0004086398749064339,612403200,1681.9,0.517,36277.9,3.93,12.8,2026-04-18T15:33:47.827291
11970,3.680992,3.67368,0.0004083392830707374,612915200,1680.8,0.5055,36308.3,3.93,12.8,2026-04-18T15:34:18.288483
11980,3.710237,3.674143,0.00040803858517500724,613427200,1682.8,0.5378,36338.7,3.93,12.8,2026-04-18T15:34:48.713818
11990,3.577076,3.672836,0.0004077377816263448,613939200,1680.9,0.5261,36369.2,3.93,12.8,2026-04-18T15:35:19.173699
12000,3.742293,3.674272,0.0004074368728319943,614451200,1680.9,0.5098,36399.7,3.93,12.8,2026-04-18T15:35:49.634266
12010,3.649493,3.672845,0.0004071358591993428,614963200,922.3,0.5255,36455.2,3.93,12.8,2026-04-18T15:36:45.146566
12020,3.653822,3.672133,0.00040683474113591904,615475200,1686.4,0.5217,36485.5,3.93,12.8,2026-04-18T15:37:15.506672
12030,3.498592,3.670116,0.0004065335190493933,615987200,1683.1,0.709,36516.0,3.93,12.8,2026-04-18T15:37:45.926924
12040,3.650419,3.67028,0.00040623219334757663,616499200,1682.7,0.5344,36546.4,3.93,12.8,2026-04-18T15:38:16.354239
12050,3.659165,3.668596,0.0004059307644384202,617011200,1678.9,0.4886,36576.9,3.93,12.8,2026-04-18T15:38:46.850983
12060,3.801123,3.670333,0.00040562923273001523,617523200,1678.7,0.4973,36607.4,3.93,12.8,2026-04-18T15:39:17.351490
12070,3.627294,3.670925,0.00040532759863059185,618035200,1680.6,0.5414,36637.8,3.93,12.8,2026-04-18T15:39:47.817158
12080,3.748256,3.67188,0.00040502586254851893,618547200,1683.0,0.5091,36668.3,3.93,12.8,2026-04-18T15:40:18.238184
12090,3.596458,3.67077,0.0004047240248923034,619059200,1679.4,0.5175,36698.8,3.93,12.8,2026-04-18T15:40:48.726154
12100,3.627156,3.669176,0.0004044220860705897,619571200,1677.0,0.4871,36729.3,3.93,12.8,2026-04-18T15:41:19.256068
12110,3.612867,3.667278,0.0004041200464921592,620083200,1676.4,0.585,36759.8,3.93,12.8,2026-04-18T15:41:49.798561
12120,3.615833,3.666204,0.00040381790656592975,620595200,1676.1,0.5862,36790.4,3.93,12.8,2026-04-18T15:42:20.346039
12130,3.606992,3.664028,0.000403515666700955,621107200,1673.2,0.4684,36821.0,3.93,12.8,2026-04-18T15:42:50.946538
12140,3.684627,3.665005,0.0004032133273064239,621619200,1671.7,0.5154,36851.6,3.93,12.8,2026-04-18T15:43:21.574895
12150,3.713905,3.663803,0.00040291088879166015,622131200,1675.0,0.6947,36882.2,3.93,12.8,2026-04-18T15:43:52.142806
12160,3.508966,3.661286,0.00040260835156612164,622643200,1674.3,0.5173,36912.8,3.93,12.8,2026-04-18T15:44:22.723194
12170,3.431064,3.658902,0.00040230571603940007,623155200,1680.1,0.4966,36943.2,3.93,12.8,2026-04-18T15:44:53.197690
12180,3.637097,3.657034,0.00040200298262121984,623667200,1677.0,0.6489,36973.8,3.93,12.8,2026-04-18T15:45:23.727944
12190,3.756694,3.657299,0.0004017001517214383,624179200,1676.8,0.5057,37004.3,3.93,12.8,2026-04-18T15:45:54.262283
12200,3.633115,3.656927,0.0004013972237500446,624691200,1675.5,0.4999,37034.9,3.93,12.8,2026-04-18T15:46:24.820689
12210,3.774466,3.656084,0.00040109419911715913,625203200,1676.6,0.6777,37065.4,3.93,12.8,2026-04-18T15:46:55.359449
12220,3.582498,3.65484,0.0004007910782330334,625715200,1676.2,0.4614,37095.9,3.93,12.8,2026-04-18T15:47:25.904503
12230,3.569206,3.652839,0.0004004878615080493,626227200,1678.5,0.5153,37126.4,3.93,12.8,2026-04-18T15:47:56.407258
12240,3.706826,3.651364,0.0004001845493527181,626739200,1675.2,0.5011,37157.0,3.93,12.8,2026-04-18T15:48:26.971496
12250,3.827265,3.653445,0.00039988114217768053,627251200,1675.7,0.5289,37187.6,3.93,12.8,2026-04-18T15:48:57.525414
12260,3.58587,3.65189,0.0003995776403937061,627763200,1677.1,0.5662,37218.1,3.93,12.8,2026-04-18T15:49:28.054643
12270,3.57021,3.651553,0.000399274044411692,628275200,1677.5,0.4954,37248.6,3.93,12.8,2026-04-18T15:49:58.576394
12280,3.486961,3.650738,0.0003989703546426634,628787200,1675.3,0.5559,37279.2,3.93,12.8,2026-04-18T15:50:29.138805
12290,3.635395,3.648544,0.0003986665714977721,629299200,1675.0,0.5218,37309.7,3.93,12.8,2026-04-18T15:50:59.705368
12300,3.578301,3.646426,0.00039836269538829646,629811200,1672.5,0.4827,37340.4,3.93,12.8,2026-04-18T15:51:30.319097
12310,3.686382,3.644672,0.0003980587267256407,630323200,1674.1,0.5312,37370.9,3.93,12.8,2026-04-18T15:52:00.902871
12320,3.624513,3.643071,0.00039775466592133413,630835200,1676.2,0.4889,37401.5,3.93,12.8,2026-04-18T15:52:31.448817
12330,3.874246,3.645607,0.0003974505133870314,631347200,1677.4,0.6707,37432.0,3.93,12.8,2026-04-18T15:53:01.972607
12340,3.867793,3.64625,0.0003971462695345108,631859200,1677.2,0.5961,37462.5,3.93,12.8,2026-04-18T15:53:32.499913
12350,3.751019,3.647571,0.0003968419347756742,632371200,1680.0,0.5163,37493.0,3.93,12.8,2026-04-18T15:54:02.975870
12360,3.983517,3.65014,0.00039653750952254696,632883200,1676.9,0.6925,37523.5,3.93,12.8,2026-04-18T15:54:33.507720
12370,3.762816,3.650438,0.00039623299418727666,633395200,1680.2,0.5789,37554.0,3.93,12.8,2026-04-18T15:55:03.981197
12380,3.787501,3.651329,0.000395928389182133,633907200,1677.9,0.5492,37584.5,3.93,12.8,2026-04-18T15:55:34.495943
12390,3.663083,3.651039,0.0003956236949195068,634419200,1674.8,0.5149,37615.1,3.93,12.8,2026-04-18T15:56:05.067420
12400,3.633568,3.650948,0.0003953189118119102,634931200,1674.2,0.81,37645.7,3.93,12.8,2026-04-18T15:56:35.649596
12410,3.708693,3.651724,0.0003950140402719752,635443200,1673.3,0.5148,37676.3,3.93,12.8,2026-04-18T15:57:06.248367
12420,4.040742,3.655008,0.00039470908071245373,635955200,1675.2,0.6417,37706.8,3.93,12.8,2026-04-18T15:57:36.811116
12430,3.573202,3.654965,0.0003944040335462168,636467200,1679.1,0.4992,37737.3,3.93,12.8,2026-04-18T15:58:07.304029
12440,3.73087,3.654497,0.000394098899186254,636979200,1678.8,0.6075,37767.8,3.93,12.8,2026-04-18T15:58:37.801440
12450,3.678797,3.654615,0.0003937936780456732,637491200,1682.2,0.5578,37798.3,3.93,12.8,2026-04-18T15:59:08.238165
12460,3.67104,3.655768,0.0003934883705376992,638003200,1680.9,0.5916,37828.7,3.93,12.8,2026-04-18T15:59:38.698141
12470,3.630358,3.657802,0.00039318297707567455,638515200,1683.0,0.5611,37859.2,3.93,12.8,2026-04-18T16:00:09.120216
12480,3.635702,3.66148,0.0003928774980730575,639027200,1681.1,0.4991,37889.6,3.93,12.8,2026-04-18T16:00:39.575773
12490,3.646448,3.660249,0.00039257193394342236,639539200,1684.3,0.4881,37920.0,3.93,12.8,2026-04-18T16:01:09.975262
12500,3.60994,3.662734,0.00039226628510045876,640051200,1682.1,0.7084,37950.4,3.93,12.8,2026-04-18T16:01:40.411683
12510,3.762423,3.66894,0.0003919605519579709,640563200,1030.8,0.5365,38000.1,3.93,12.8,2026-04-18T16:02:30.080272
12520,3.543152,3.666087,0.000391654734929877,641075200,1685.1,0.5041,38030.5,3.93,12.8,2026-04-18T16:03:00.463700
12530,3.649587,3.665238,0.00039134883443020914,641587200,1681.8,0.5083,38060.9,3.93,12.8,2026-04-18T16:03:30.907684
12540,3.514364,3.663244,0.0003910428508731121,642099200,1682.8,0.5975,38091.4,3.93,12.8,2026-04-18T16:04:01.333052
12550,3.593949,3.664131,0.0003907367846728435,642611200,1681.4,0.5779,38121.8,3.93,12.8,2026-04-18T16:04:31.783954
12560,3.197807,3.659963,0.00039043063624377244,643123200,1682.2,0.6656,38152.3,3.93,12.8,2026-04-18T16:05:02.220566
12570,3.703892,3.65911,0.0003901244060003795,643635200,1676.8,0.5468,38182.8,3.93,12.8,2026-04-18T16:05:32.754585
12580,3.534033,3.657729,0.00038981809435725617,644147200,1679.5,0.5657,38213.3,3.93,12.8,2026-04-18T16:06:03.239702
12590,3.804914,3.659641,0.00038951170172910385,644659200,1673.1,0.6453,38243.9,3.93,12.8,2026-04-18T16:06:33.842170
12600,3.750853,3.660086,0.0003892052285307338,645171200,1675.7,0.555,38274.4,3.93,12.8,2026-04-18T16:07:04.397003
12610,3.604449,3.658828,0.0003888986751770665,645683200,1675.6,0.5202,38305.0,3.93,12.8,2026-04-18T16:07:34.953627
12620,3.582873,3.658542,0.00038859204208313043,646195200,1673.0,0.5113,38335.6,3.93,12.8,2026-04-18T16:08:05.557100
12630,3.812896,3.658833,0.00038828532966406253,646707200,1673.6,0.5115,38366.2,3.93,12.8,2026-04-18T16:08:36.149097
12640,3.559715,3.657843,0.00038797853833510705,647219200,1671.5,0.4834,38396.8,3.93,12.8,2026-04-18T16:09:06.780379
12650,3.76236,3.659274,0.0003876716685116148,647731200,1665.6,0.4823,38427.6,3.93,12.8,2026-04-18T16:09:37.520655
12660,3.584433,3.659138,0.00038736472060904304,648243200,1668.8,0.4834,38458.2,3.93,12.8,2026-04-18T16:10:08.201344
12670,3.644525,3.658578,0.0003870576950429549,648755200,1671.2,0.4963,38488.9,3.93,12.8,2026-04-18T16:10:38.838511
12680,3.662041,3.658094,0.0003867505922290183,649267200,1666.2,0.5182,38519.6,3.93,12.8,2026-04-18T16:11:09.567298
12690,3.077906,3.651659,0.00038644341258300616,649779200,1670.0,0.7995,38550.3,3.93,12.8,2026-04-18T16:11:40.225522
12700,3.662262,3.652019,0.0003861361565207949,650291200,1668.6,0.5162,38580.9,3.93,12.8,2026-04-18T16:12:10.909677
12710,3.559702,3.6507,0.00038582882445836503,650803200,1669.4,0.4971,38611.6,3.93,12.8,2026-04-18T16:12:41.580223
12720,3.763488,3.652456,0.0003855214168117994,651315200,1668.2,0.4997,38642.3,3.93,12.8,2026-04-18T16:13:12.272571
12730,3.718436,3.653074,0.0003852139339972833,651827200,1669.6,0.554,38673.0,3.93,12.8,2026-04-18T16:13:42.939439
12740,3.600596,3.652331,0.00038490637643110413,652339200,1667.2,0.5007,38703.7,3.93,12.8,2026-04-18T16:14:13.649404
12750,3.558926,3.651093,0.0003845987445296502,652851200,1671.2,0.5243,38734.3,3.93,12.8,2026-04-18T16:14:44.286486
12760,3.666801,3.650242,0.00038429103870941044,653363200,1665.6,0.5488,38765.1,3.93,12.8,2026-04-18T16:15:15.026943
12770,3.675245,3.650964,0.00038398325938697394,653875200,1672.1,0.5763,38795.7,3.93,12.8,2026-04-18T16:15:45.648173
12780,3.659872,3.651922,0.00038367540697902924,654387200,1673.4,0.5803,38826.3,3.93,12.8,2026-04-18T16:16:16.243634
12790,3.752904,3.654402,0.000383367481902364,654899200,1677.0,0.6119,38856.8,3.93,12.8,2026-04-18T16:16:46.774115
12800,3.68721,3.654641,0.00038305948457386405,655411200,1674.2,0.4925,38887.4,3.93,12.8,2026-04-18T16:17:17.355929
12810,3.841505,3.655498,0.00038275141541051314,655923200,1670.3,0.5683,38918.0,3.93,12.8,2026-04-18T16:17:48.008720
12820,3.635354,3.655255,0.00038244327482939237,656435200,1670.6,0.5273,38948.7,3.93,12.8,2026-04-18T16:18:18.656074
12830,3.641061,3.654068,0.00038213506324767926,656947200,1671.1,0.5486,38979.3,3.93,12.8,2026-04-18T16:18:49.295054
12840,3.62883,3.653736,0.00038182678108264766,657459200,1672.5,0.5172,39009.9,3.93,12.8,2026-04-18T16:19:19.908742
12850,3.594285,3.654654,0.00038151842875166705,657971200,1671.6,0.5293,39040.6,3.93,12.8,2026-04-18T16:19:50.537889
12860,3.224779,3.651511,0.00038121000667220163,658483200,1671.0,0.9533,39071.2,3.93,12.8,2026-04-18T16:20:21.178335
12870,3.618113,3.649692,0.0003809015152618103,658995200,1672.9,0.5337,39101.8,3.93,12.8,2026-04-18T16:20:51.784246
12880,3.806882,3.651561,0.0003805929549381456,659507200,1675.3,0.6013,39132.4,3.93,12.8,2026-04-18T16:21:22.345115
12890,3.614004,3.650419,0.00038028432611895356,660019200,1678.6,0.7826,39162.9,3.93,12.8,2026-04-18T16:21:52.846560
12900,3.765209,3.651437,0.00037997562922207284,660531200,1675.0,0.5412,39193.4,3.93,12.8,2026-04-18T16:22:23.414246
12910,3.563075,3.650739,0.0003796668646654344,661043200,1674.7,0.4904,39224.0,3.93,12.8,2026-04-18T16:22:53.986743
12920,3.360022,3.647142,0.0003793580328670605,661555200,1675.3,0.8429,39254.6,3.93,12.8,2026-04-18T16:23:24.547895
12930,3.599275,3.648968,0.0003790491342450648,662067200,1675.4,0.4868,39285.1,3.93,12.8,2026-04-18T16:23:55.108563
12940,3.521331,3.64773,0.00037874016921765114,662579200,1679.1,0.5656,39315.6,3.93,12.8,2026-04-18T16:24:25.601354
12950,3.786282,3.64951,0.00037843113820311343,663091200,1672.8,0.5325,39346.2,3.93,12.8,2026-04-18T16:24:56.209308
12960,3.608677,3.647611,0.00037812204161983496,663603200,1672.8,0.5047,39376.8,3.93,12.8,2026-04-18T16:25:26.817197
12970,3.755892,3.64836,0.00037781287988628747,664115200,1672.6,0.5604,39407.5,3.93,12.8,2026-04-18T16:25:57.427683
12980,3.719308,3.64845,0.00037750365342103127,664627200,1675.3,0.5555,39438.0,3.93,12.8,2026-04-18T16:26:27.988573
12990,3.688279,3.649562,0.0003771943626427142,665139200,1674.8,0.598,39468.6,3.93,12.8,2026-04-18T16:26:58.560197
13000,3.569681,3.647836,0.0003768850079700712,665651200,1674.7,0.5107,39499.2,3.93,12.8,2026-04-18T16:27:29.132989
13010,3.752019,3.648862,0.0003765755898219234,666163200,915.4,0.5697,39555.1,3.93,12.8,2026-04-18T16:28:25.066380
13020,3.779833,3.650122,0.00037626610861717845,666675200,1680.6,0.5223,39585.6,3.93,12.8,2026-04-18T16:28:55.531203
13030,3.544857,3.650584,0.00037595656477482873,667187200,1681.3,0.492,39616.0,3.93,12.8,2026-04-18T16:29:25.984124
13040,3.648273,3.650563,0.0003756469587139519,667699200,1676.3,0.5447,39646.6,3.93,12.8,2026-04-18T16:29:56.528408
13050,3.652993,3.650501,0.0003753372908537098,668211200,1678.2,0.5025,39677.1,3.93,12.8,2026-04-18T16:30:27.037967
13060,3.726492,3.649755,0.00037502756161334757,668723200,1672.3,0.5256,39707.7,3.93,12.8,2026-04-18T16:30:57.654282
13070,3.683419,3.650316,0.0003747177714121939,669235200,1672.8,0.48,39738.3,3.93,12.8,2026-04-18T16:31:28.261981
13080,3.719237,3.650026,0.0003744079206696596,669747200,1673.5,0.591,39768.9,3.93,12.8,2026-04-18T16:31:58.855670
13090,3.752191,3.651583,0.00037409800980523796,670259200,1671.5,0.5633,39799.5,3.93,12.8,2026-04-18T16:32:29.486733
13100,3.752518,3.652837,0.0003737880392385032,670771200,1669.7,0.5522,39830.2,3.93,12.8,2026-04-18T16:33:00.149963
13110,3.670476,3.653413,0.0003734780093891104,671283200,1666.4,0.5158,39860.9,3.93,12.8,2026-04-18T16:33:30.875692
13120,3.757679,3.654831,0.00037316792067679537,671795200,1668.3,0.7762,39891.6,3.93,12.8,2026-04-18T16:34:01.565773
13130,3.719928,3.655961,0.000372857773521373,672307200,1667.2,0.4982,39922.3,3.93,12.8,2026-04-18T16:34:32.276527
13140,3.648447,3.655599,0.0003725475683427377,672819200,1672.3,0.5461,39952.9,3.93,12.8,2026-04-18T16:35:02.892953
13150,3.651776,3.654978,0.0003722373055608623,673331200,1671.8,0.5701,39983.6,3.93,12.8,2026-04-18T16:35:33.519034
13160,3.594497,3.655833,0.0003719269855957976,673843200,1672.6,0.5177,40014.2,3.93,12.8,2026-04-18T16:36:04.130866
13170,3.581104,3.657333,0.00037161660886767184,674355200,1671.4,0.5061,40044.8,3.93,12.8,2026-04-18T16:36:34.763577
13180,3.537936,3.656342,0.00037130617579669026,674867200,1670.8,0.5001,40075.4,3.93,12.8,2026-04-18T16:37:05.408956
13190,3.558901,3.654364,0.000370995686803134,675379200,1669.1,0.4967,40106.1,3.93,12.8,2026-04-18T16:37:36.084120
13200,3.705783,3.65509,0.0003706851423073604,675891200,1668.2,0.515,40136.8,3.93,12.8,2026-04-18T16:38:06.775432
13210,3.702773,3.654373,0.00037037454272980156,676403200,1666.4,0.6173,40167.5,3.93,12.8,2026-04-18T16:38:37.499553
13220,3.751682,3.656065,0.0003700638884909642,676915200,1665.8,0.5183,40198.3,3.93,12.8,2026-04-18T16:39:08.235490
13230,3.722439,3.657598,0.00036975318001142933,677427200,1664.0,0.6116,40229.0,3.93,12.8,2026-04-18T16:39:39.003992
13240,3.609657,3.656626,0.0003694424177118511,677939200,1668.4,0.5217,40259.7,3.93,12.8,2026-04-18T16:40:09.692735
13250,3.290586,3.651259,0.00036913160201295655,678451200,1668.0,1.9827,40290.4,3.93,12.8,2026-04-18T16:40:40.387969
13260,3.708383,3.652484,0.0003688207333355452,678963200,1667.7,0.4918,40321.1,3.93,12.8,2026-04-18T16:41:11.088332
13270,3.663522,3.653417,0.00036850981210048814,679475200,1667.9,0.5324,40351.8,3.93,12.8,2026-04-18T16:41:41.787728
13280,3.719131,3.655739,0.00036819883872872756,679987200,1670.5,0.5355,40382.5,3.93,12.8,2026-04-18T16:42:12.434777
13290,3.641123,3.655796,0.00036788781364127643,680499200,1667.3,0.5044,40413.2,3.93,12.8,2026-04-18T16:42:43.142278
13300,3.742496,3.657438,0.0003675767372592176,681011200,1667.6,0.534,40443.9,3.93,12.8,2026-04-18T16:43:13.845474
13310,3.692555,3.6575,0.00036726561000370345,681523200,1672.1,0.5231,40474.5,3.93,12.8,2026-04-18T16:43:44.464323
13320,3.844753,3.659703,0.0003669544322959551,682035200,1670.8,0.5748,40505.1,3.93,12.8,2026-04-18T16:44:15.108984
13330,3.759731,3.658557,0.0003666432045572621,682547200,1669.9,0.8168,40535.8,3.93,12.8,2026-04-18T16:44:45.769655
13340,3.439332,3.654273,0.0003663319272089818,683059200,1670.3,0.5163,40566.5,3.93,12.8,2026-04-18T16:45:16.422569
13350,3.623771,3.653,0.00036602060067253834,683571200,1672.8,0.536,40597.1,3.93,12.8,2026-04-18T16:45:47.029918
13360,3.717622,3.650341,0.000365709225369423,684083200,1675.1,0.5169,40627.6,3.93,12.8,2026-04-18T16:46:17.595421
13370,3.629996,3.649013,0.0003653978017211927,684595200,1674.3,0.5166,40658.2,3.93,12.8,2026-04-18T16:46:48.174982
13380,3.637191,3.64751,0.00036508633014946986,685107200,1674.4,0.5314,40688.8,3.93,12.8,2026-04-18T16:47:18.753743
13390,3.539699,3.646276,0.0003647748110759419,685619200,1676.9,0.4889,40719.3,3.93,12.8,2026-04-18T16:47:49.286350
13400,3.59808,3.645921,0.00036446324492236053,686131200,1671.9,0.481,40749.9,3.93,12.8,2026-04-18T16:48:19.912443
13410,3.336599,3.6422,0.000364151632110541,686643200,1670.4,0.6026,40780.6,3.93,12.8,2026-04-18T16:48:50.562167
13420,3.644622,3.638239,0.0003638399730623621,687155200,1670.7,0.5556,40811.2,3.93,12.8,2026-04-18T16:49:21.208348
13430,3.692463,3.639432,0.00036352826819976487,687667200,1669.2,0.4861,40841.9,3.93,12.8,2026-04-18T16:49:51.881198
13440,3.599355,3.638117,0.00036321651794475254,688179200,1674.0,0.5363,40872.5,3.93,12.8,2026-04-18T16:50:22.466936
13450,3.580818,3.637137,0.00036290472271938975,688691200,1671.6,0.5109,40903.1,3.93,12.8,2026-04-18T16:50:53.097153
13460,3.61925,3.636619,0.0003625928829458021,689203200,1671.3,0.5036,40933.8,3.93,12.8,2026-04-18T16:51:23.731854
13470,3.661466,3.63693,0.00036228099904617536,689715200,1673.9,0.6382,40964.4,3.93,12.8,2026-04-18T16:51:54.319910
13480,3.69149,3.637488,0.00036196907144275527,690227200,1673.0,0.51,40995.0,3.93,12.8,2026-04-18T16:52:24.923199
